Country,Date,State,Lat,Long,Deaths,New Deaths
Australia,2020-02-22,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-23,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-24,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-25,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-26,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-27,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-28,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-02-29,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,0,0.0
Australia,2020-03-01,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,1,1.0
Australia,2020-03-02,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,1,0.0
Australia,2020-03-03,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,1,0.0
Australia,2020-03-04,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,2,1.0
Australia,2020-03-05,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,2,0.0
Australia,2020-03-06,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,2,0.0
Australia,2020-03-07,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,2,0.0
Australia,2020-03-08,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,1.0
Australia,2020-03-09,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-10,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-11,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-12,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-13,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-14,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-15,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-16,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,3,0.0
Australia,2020-03-17,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,5,2.0
Australia,2020-03-18,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,6,1.0
Australia,2020-03-19,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,6,0.0
Australia,2020-03-20,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,7,1.0
Australia,2020-03-21,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,7,0.0
Australia,2020-03-22,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,7,0.0
Australia,2020-03-23,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,7,0.0
Australia,2020-03-24,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,8,1.0
Australia,2020-03-25,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,8,0.0
Australia,2020-03-26,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,13,5.0
Australia,2020-03-27,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,13,0.0
Australia,2020-03-28,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,14,1.0
Australia,2020-03-29,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,16,2.0
Australia,2020-03-30,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,17,1.0
Australia,2020-03-31,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,18,1.0
Australia,2020-04-01,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,20,2.0
Australia,2020-04-02,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,24,4.0
Australia,2020-04-03,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,28,4.0
Australia,2020-04-04,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,30,2.0
Australia,2020-04-05,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,35,5.0
Australia,2020-04-06,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,40,5.0
Australia,2020-04-07,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,45,5.0
Australia,2020-04-08,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,50,5.0
Australia,2020-04-09,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,51,1.0
Australia,2020-04-10,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,54,3.0
Australia,2020-04-11,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,57,3.0
Australia,2020-04-12,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,60,3.0
Australia,2020-04-13,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,61,1.0
Australia,2020-04-14,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,62,1.0
Australia,2020-04-15,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,63,1.0
Australia,2020-04-16,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,63,0.0
Australia,2020-04-17,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,66,3.0
Australia,2020-04-18,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,67,1.0
Australia,2020-04-19,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,67,0.0
Australia,2020-04-20,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,67,0.0
Australia,2020-04-21,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,67,0.0
Australia,2020-04-22,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,67,0.0
Australia,2020-04-23,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,75,8.0
Australia,2020-04-24,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,79,4.0
Australia,2020-04-25,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,80,1.0
Australia,2020-04-26,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,83,3.0
Australia,2020-04-27,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,83,0.0
Australia,2020-04-28,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,89,6.0
Australia,2020-04-29,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,91,2.0
Australia,2020-04-30,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,93,2.0
Australia,2020-05-01,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,93,0.0
Australia,2020-05-02,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,94,1.0
Australia,2020-05-03,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,95,1.0
Australia,2020-05-04,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,96,1.0
Australia,2020-05-05,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,1.0
Australia,2020-05-06,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,0.0
Australia,2020-05-07,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,0.0
Australia,2020-05-08,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,0.0
Australia,2020-05-09,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,0.0
Australia,2020-05-10,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,0.0
Australia,2020-05-11,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,97,0.0
Australia,2020-05-12,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,98,1.0
Australia,2020-05-13,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,98,0.0
Australia,2020-05-14,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,98,0.0
Australia,2020-05-15,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,98,0.0
Australia,2020-05-16,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,98,0.0
Australia,2020-05-17,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,99,1.0
Australia,2020-05-18,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,99,0.0
Australia,2020-05-19,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,100,1.0
Australia,2020-05-20,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,100,0.0
Australia,2020-05-21,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,101,1.0
Australia,2020-05-22,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,101,0.0
Australia,2020-05-23,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,1.0
Australia,2020-05-24,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-05-25,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-05-26,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,1.0
Australia,2020-05-27,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,0.0
Australia,2020-05-28,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,0.0
Australia,2020-05-29,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,0.0
Australia,2020-05-30,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,0.0
Australia,2020-05-31,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,0.0
Australia,2020-06-01,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,-1.0
Australia,2020-06-02,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-03,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-04,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-05,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-06,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-07,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-08,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-09,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-10,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-11,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-12,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-13,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-14,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-15,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-16,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-17,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-18,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-19,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-20,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-21,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-22,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,102,0.0
Australia,2020-06-23,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,103,1.0
Australia,2020-06-24,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,104,1.0
Australia,2020-06-25,Australian Capital TerritoryNew South WalesNorthern TerritoryQueenslandSouth AustraliaTasmaniaVictoriaWestern Australia,-256.85020000000003,1130.8439,104,0.0
